ID,Vacancy_name,Salary,Experience,Company_name,Location
328,"Сервисный инженер по установке, ремонту лабораторного оборудования",,Опыт 1-3 года,ТОО НПФ VELD,Алматы
329,Инженер ПТО по общестроительным работам,от 500 000 ₸ на руки,Опыт 3-6 лет,ТОО TUMAR Group,Шымкент
330,Инженер КИПиА,,Опыт 3-6 лет,ТОО Hyundai Trans Kazakhstan,Алматы
331,Инженер-электронщик (Гипсовый завод),,Опыт 3-6 лет,ТОО Сен-Гобен Строительная Продукция Казахстан,Тараз
332,Инженер-энергетик,,Опыт более 6 лет,ТОО Tectum Engineering,Шымкент
333,Инженер КИПиА,350 000 – 400 000 ₸ на руки,Опыт 1-3 года,ТОО KazEcoFood,Алматы
334,Инженер ПТО/ Специалист по работе с клиентами,170 000 – 200 000 ₸ до вычета налогов,Без опыта,ТОО SND Engineering,Астана
335,Инженер-Механик в нефтегазовой отрасли,500 000 – 600 000 ₸ на руки,Опыт более 6 лет,ТОО Right Contact,Актау
336,Инженер технической поддержки,,Опыт 3-6 лет,ТОО EUROELECTRIC Kazakhstan,Алматы
337,Инженер технического надзора,,Опыт более 6 лет,ПОО Vostok Trade Limited Liability Partnership,Шымкент
338,Инженер ПТО,300 000 – 300 000 ₸ на руки,Опыт 1-3 года,ТОО АДС САПА,Астана
339,Инженер ПТО по дорожному строительству,,Опыт 1-3 года,ТОО Торгово-сервисная компания Айсель,Астана
340,Инженер-конструктор,от 600 000 ₸ на руки,Опыт более 6 лет,ТОО ИМСТАЛЬКОН-ПРОЕКТ,Алматы
341,Инженер по проектированию систем ОВиК,от 400 000 ₸ на руки,Опыт 1-3 года,ТОО Строй Бизнес Консалтинг,Караганда
342,Инженер КИПиА в город Жезказган,от 400 000 ₸ на руки,Опыт 3-6 лет,ТОО НОВОМЭК КАЗАХСТАН,Астана
343,Инженер ПТО (нижняя часть города мкр.Кемел),,Опыт 1-3 года,ТОО STYNERGY,Алматы
344,"Инженер технического надзора (Грузия, Батуми)",,Опыт 3-6 лет,LLC European Village,Астана
345,Инженер 2 категории,,Опыт 3-6 лет,ТОО Marvel Kazakhstan,Алматы
346,Начальник ПТО (Инженер-конструктор),350 000 – 500 000 ₸ на руки,Опыт более 6 лет,ТОО Karadel Mechanics,Караганда
347,"Инженер конструктор КЖ,КМ",от 300 000 ₸ на руки,Без опыта,ТОО Фирма А-Профиль,Алматы
348,Проектировщик слаботочных систем и автоматики,400 000 – 700 000 ₸ на руки,Опыт 3-6 лет,ТОО Monitoring Systems Group,Астана
349,Инженер КИПиА,от 330 000 ₸ на руки,Опыт 1-3 года,ТОО Greenhouse Kazakhstan,Актобе
350,Инженер-теплоэнергетик,,Без опыта,ТОО Tau-ken Temir,Караганда
351,Инженер-энергетик,350 000 – 450 000 ₸ на руки,Опыт более 6 лет,ТОО Continental Logistics,Астана
352,Инженер ОТК/Контролер ОТК,,Опыт 1-3 года,ТОО WSE,Астана
353,Инженер по эксплуатации зданий (обслуживание инженерных систем на Жилых Комплексах),350 000 – 400 000 ₸ на руки,Опыт 1-3 года,ТОО Алматы ТБН Сервис,Алматы
354,Инженер-проектировщик (электрика),от 700 000 ₸ на руки,Опыт 3-6 лет,ТОО THE ULTIMATE VISIONARY GROUP,Алматы
355,Инженер АСУТП,,Опыт 3-6 лет,СП КАТКО,Шымкент
356,Инженер-конструктор,500 000 – 1 200 000 ₸ на руки,Опыт 3-6 лет,ТОО ББ-Проект,Астана
357,Сервисный инженер медицинского оборудования,400 000 – 550 000 ₸ на руки,Опыт 1-3 года,ТОО FAM.ALLIANCE,Алматы
358,E&I Engineer / Инженер по электрооборудованию и КИПиА,,Опыт 3-6 лет,ТОО CIS KASHAGAN (СиАйЭс КАШАГАН),Атырау
359,Инженер по водоснабжению и канализации,,Опыт 1-3 года,ТОО Проектный институт OPTIMUM,Актау
360,Инженер-строитель,,Опыт более 6 лет,ТОО Ultradecor Trading Kazakhstan,Петропавловск
361,Инженер-энергетик в Жезказган,от 400 000 ₸ на руки,Опыт 3-6 лет,ТОО НОВОМЭК КАЗАХСТАН,Жезказган
362,Инженер-электроник,,Опыт 3-6 лет,ТОО Dynamics Scientific,Астана
363,Инженер-проектировщик конвейерного и нестандартного оборудования,,Опыт 3-6 лет,ТОО AAEngineering Group,Алматы
364,Инженер ПТО (строительство),400 – 500 000 ₸ на руки,Опыт 3-6 лет,ТОО ТОРГОВЫЙ ДОМ ТЭМ-КАЗАХСТАН,Астана
365,Инженер Сметчик,от 500 000 ₸ на руки,Опыт 3-6 лет,ТОО Бизнес парк Станица,Алматы
366,Ведущий инженер по Wi-Fi,,Опыт 3-6 лет,ТОО Freedom Telecom Operations,Алматы
367,Инженер по эксплуатации и обслуживанию зданий,,Опыт 3-6 лет,ТОО КННК Интернационал в Казахстане,Алматы
368,Главный инженер проекта,,Опыт 3-6 лет,ТОО НОВОМЭК КАЗАХСТАН,Астана
369,Инженер строитель,,Опыт более 6 лет,ТОО Компания ЖАН и КС,Атырау
370,Инженер-сметчик,400 000 – 500 000 ₸ на руки,Без опыта,ТОО CMK GROUP,Караганда
371,Сервисный инженер,от 280 000 ₸ на руки,Опыт 1-3 года,ТОО IPC Machines,Караганда
372,Инженер-наладчик,350 000 – 550 000 ₸ до вычета налогов,Без опыта,ТОО Starpool,Караганда
373,Инженер-проектировщик систем АСКУЭ и SCADA/Инженер-наладчик систем АСКУЭ и SCADA,,Опыт 3-6 лет,ТОО АстанаЭлектроСтройСервис,Астана
374,Инженер - энергетик,,Опыт 3-6 лет,ТОО Arx Minerals (Аркс Минералс),Алматы
375,"Инженер-электронщик, Алматы",,Опыт 1-3 года,ТОО Carlsberg Kazakhstan,Алматы
376,Инженер ОТК/Контролер ОТК,,Опыт 1-3 года,АО O‘ZBEKKIMYOMASH ZAVODI,Актау
377,Инженер АСКУЭ,183 000 – 230 000 ₸ на руки,Опыт 3-6 лет,АО Атырауская теплоэлектроцентраль,Атырау
378,Инженер по ТБ и ОТ,,Опыт 3-6 лет,ТОО Эпирок Центральная Азия,Усть-Каменогорск
379,Инженер-конструктор (корпуса потребительской электроники),600 000 – 850 000 ₸ на руки,Опыт 1-3 года,ТОО Suretter Software (Суреттер Софтваре),Алматы
380,Сервисный инженер систем охлаждения,от 500 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО Амперэль,Алматы
381,Инженер ОТК/Контролер ОТК,,Опыт 1-3 года,АО O‘ZBEKKIMYOMASH ZAVODI,Алматы
382,Инженер-электрик,250 000 – 350 000 ₸ на руки,Опыт 1-3 года,ТОО Торговый Дом Sigma Brau,Шымкент
383,Инженер АСУТП,,Опыт 3-6 лет,ТОО Hyundai Trans Kazakhstan,Алматы
384,Инженер-конструктор машиностроения на завод спецтехники,500 000 – 600 000 ₸ на руки,Опыт 3-6 лет,Евразия СТ,Алматы
385,Инженер ОТ и ТБ,от 300 000 ₸ на руки,Опыт 1-3 года,ТОО КазМеталлургАвтоматика,Темиртау
386,Инженер систем технической безопасности,600 000 – 600 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО Гелиос,Алматы
387,Инженер-логист,250 000 – 350 000 ₸ на руки,Опыт 1-3 года,ТОО Технолизинг,Усть-Каменогорск
388,"Технико-коммерческий инженер, Электротехника, Распредустройства 0,4кВ",,Опыт 1-3 года,ТОО Беварт Инжиниринг,Астана
389,Инженер технической поддержки и эксплуатации ПО (Инженер сопровождения ПО),,Опыт 1-3 года,ТОО Центр Мобильной Идентификации,Алматы
390,Помощник инженера по гарантии,,Без опыта,ТОО DOSCAR GROUP,Астана
391,Инженер слаботочных систем,350 000 – 450 000 ₸ на руки,Опыт 1-3 года,ТОО Новые Технологии Тараз,Алматы
392,Горный инженер-электромеханик,,Опыт 1-3 года,ТОО Майн Радио Системз-К,Караганда
393,Инженер по наладке лабораторного оборудования и испытаниям,,Опыт 3-6 лет,ТОО LUKOIL Lubricants Central Asia (ТОО ЛУКОЙЛ Лубрикантс Центральная Азия),Алматы
394,Инженер-проектировщик ПГС,,Опыт 1-3 года,ТОО «AsiaGeoCentre-kz» (АзияГеоЦентр-кз),Алматы
395,Главный инженер проекта/ГИП в проектную компанию,от 600 000 ₸ на руки,Опыт 3-6 лет,"ТОО Стройтекс, Компания",Алматы
396,Инженер-испытатель (средства обеспечения пожарной безопасности и пожаротушения),,Опыт 1-3 года,ТОО Standard Union (Стандарт Союз) / ТОО KAZAUTOCERT,Алматы
397,Инженер по планированию горных работ,,Опыт 3-6 лет,ТОО Arx Minerals (Аркс Минералс),Алматы
398,Ведущий инженер-проектировщик,от 500 000 ₸ на руки,Опыт 3-6 лет,ТОО АСЭП,Караганда
399,Ведущий инженер-технолог по обогащению,от 400 000 ₸ на руки,Опыт 3-6 лет,ТОО НОВОМЭК КАЗАХСТАН,Астана
400,Инженер-сметчик,,Опыт 1-3 года,ТОО Проектный институт OPTIMUM,Актау
401,Инженер-конструктор,,Опыт 1-3 года,"ТОО Карагандинский турбомеханический завод, ТОО",Караганда
402,Инженер по расчету дорожной одежды,,Опыт 1-3 года,ТОО «AsiaGeoCentre-kz» (АзияГеоЦентр-кз),Алматы
403,"Ведущий инженер ПТО (Россия, г.Петропавловск-Камчатский)",180 000 – 300 000 ₽ на руки,Опыт 3-6 лет,ООО ХитекКи,Атырау
404,Ведущий инженер-строитель,,Опыт более 6 лет,ТОО Air Energi Caspian LLP trading as Airswift,Атырау
405,Инженер-проектировщик тепловых сетей,,Опыт 1-3 года,ТОО АстанаЭлектроСтройСервис,Астана
406,Инженер-сметчик,,Опыт 1-3 года,ТОО Диал-Строй,Алматы
407,Инженер-наладчик КИПиА,350 000 – 500 000 ₸ на руки,Опыт 3-6 лет,ТОО APOMAT (АРОМАТ),Астана
408,Инженер-технолог для БСУ,400 000 – 500 000 ₸ на руки,Опыт 3-6 лет,ТОО Энерго-решение,Алматы
409,Инженер медицинского оборудования,300 000 – 400 000 ₸ до вычета налогов,Без опыта,ТОО Galamat Integra,Астана
410,Начинающий специалист/sales-инженер,от 180 000 ₸ до вычета налогов,Без опыта,ТОО Амперэль,Алматы
411,Инженер сервисной поддержки,,Опыт 1-3 года,"ASTEL, АО",Алматы
412,Инженер по ремонту дронов DJI в сервис-центр,250 000 – 500 000 ₸ на руки,Опыт 1-3 года,ИП HI-TECH,Алматы
413,Инженер КИПиА,250 000 – 290 000 ₸ на руки,Опыт 3-6 лет,"АО CASPIAN beverage holding, АО",Алматы
414,Инженер-механик,от 350 000 ₸ на руки,Опыт более 6 лет,ТОО Гулденустрой,Алматы
415,Сервисный инженер,,Опыт 1-3 года,ООО Проф Бьюти,Алматы
416,Ведущий инженер-технолог по обогащению,от 400 000 ₸ на руки,Опыт 3-6 лет,ТОО НОВОМЭК КАЗАХСТАН,Рудный
417,Сервисный инженер по системам бесперебойного электроснабжения (ИБП),от 500 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО Амперэль,Алматы
418,Сервисный инженер по ремонту техники,250 000 – 350 000 ₸ до вычета налогов,Без опыта,ТОО Remeda,Алматы
419,Инженер ОТК/Контролер ОТК,,Опыт 1-3 года,АО O‘ZBEKKIMYOMASH ZAVODI,Шымкент
420,Конструктор по насосному оборудованию,350 000 – 400 000 ₸ на руки,Опыт 1-3 года,ТОО Technical Engineering Support Company (TESCO),Алматы
421,Инженер-конструктор ПГС,350 000 – 600 000 ₸ на руки,Опыт 3-6 лет,ТОО ОРТИКОН,Астана
422,Инженер по обеспечению качества ПО (QA),550 000 – 850 000 ₸ на руки,Опыт 1-3 года,ТОО Suretter Software (Суреттер Софтваре),Алматы
423,Инженер – технолог по инструменту,от 300 000 ₸ на руки,Опыт 1-3 года,АО Усть-Каменогорский арматурный завод,Усть-Каменогорск
424,Инженер КИПиА в город Жезказган,от 400 000 ₸ на руки,Опыт 3-6 лет,ТОО НОВОМЭК КАЗАХСТАН,Жезказган
425,Инженер сервисного центра,200 000 – 800 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО AgroTerraGroup,Павлодар
426,Инженер по промышленной безопасности и техническому надзору,,Без опыта,ТОО LUKOIL Lubricants Central Asia (ТОО ЛУКОЙЛ Лубрикантс Центральная Азия),Алматы
427,Инженер гидравлик,от 800 000 ₸ на руки,Опыт 3-6 лет,ТОО Ultradecor Trading Kazakhstan,Астана
428,Ведущий инженер-технолог по обогащению,от 400 000 ₸ на руки,Опыт 3-6 лет,ТОО НОВОМЭК КАЗАХСТАН,Усть-Каменогорск
429,Сервисный инженер по обслуживанию горно-шахтного оборудования,,Опыт 3-6 лет,НПАО Группа Чайна Коул,Караганда
430,Инженер-сметчик,500 000 – 600 000 ₸ на руки,Опыт 3-6 лет,ТОО АГС - ПЛАСТ,Алматы
431,Инженер-конструктор,,Опыт 1-3 года,Nordfelt,Алматы
432,Инженер строитель ОГО,,Опыт 1-3 года,ТОО Astana Reality Group,Алматы
433,IT инженер,,Опыт 1-3 года,ФИЛИАЛ КОМПАНИИ TAV BİLİŞİM HİZMETLERİ ANONİМ ŞİRKETİ (ТАВ БИЛИШИМ ХИЗМЕТЛЕРИ АНОНИМ ШИРКЕТИ) В РЕСПУБЛИКЕ КАЗАХСТАН,Алматы
434,Инженер технической поддержки,,Опыт 1-3 года,ТОО Freedom Media,Алматы
435,Инженер-сметчик,,Опыт 3-6 лет,ТОО B&A Contractors SA,Астана
436,Инженер АСУТП и КИПиА,300 000 – 330 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО YDD CORPORATION» (УАЙДИДИ КОРПОРЕЙШН),Караганда
437,Инженер гидравлик,от 800 000 ₸ на руки,Опыт 3-6 лет,ТОО Ultradecor Trading Kazakhstan,Алматы
438,Инженер по охране труда и технике безопасности,от 200 000 ₸ на руки,Опыт 3-6 лет,ТОО АТЭК Актобе,Актобе
439,Инженер электрик,,Опыт 1-3 года,ТОО Диал-Строй,Алматы
440,Инженер отдела продаж/Field Engineer (гражданское строительство),,Опыт 1-3 года,ТОО Хилти Казахстан,Астана
441,Сервисный инженер видеонаблюдения и слаботочных систем,от 350 000 ₸ на руки,Опыт 1-3 года,ИП Pro-Security (Kalieff Technologies),Алматы
442,Инженер-сметчик,,Опыт 3-6 лет,ТОО КазСтрой consulting,Шымкент
443,Junior QA (инженер по тестированию),800 – 820 $ на руки,Без опыта,Auslogics Labs Pty Ltd,Астана
444,Ведущий инженер ПТО,,Опыт 3-6 лет,ТОО Шар-Құрылыс,Астана
445,Инженер-схемотехник,,Опыт 3-6 лет,ТОО WSE,Астана
446,Инженер-конструктор машиностроения,400 000 – 500 000 ₸ на руки,Опыт 3-6 лет,ТОО EVS Construction,Астана
447,Инженер-проектировщик (конструктор),от 450 000 ₸ на руки,Опыт 3-6 лет,ТОО НОВОМЭК КАЗАХСТАН,Астана
448,Инженер-технолог (металлообработка),от 500 000 ₸ до вычета налогов,Опыт 3-6 лет,ЧК ISCAR KAZAKHSTAN LTD.,Костанай
449,Инженер-конструктор машиностроения,,Опыт 1-3 года,ТОО РММЗ,Караганда
450,Инженер-механик,до 370 000 ₸ на руки,Опыт 3-6 лет,ТОО JFOOD KAZAKHSTAN,Астана
451,Инженер мониторинговой группы,до 180 000 ₸ на руки,Без опыта,ТОО Транспортный холдинг города Алматы,Алматы
452,Инженер-логист,250 000 – 350 000 ₸ на руки,Опыт 1-3 года,ТОО Технолизинг,Кызылорда
453,"Инженер по вентиляции, кондиционированию и отоплению (ОВиК)",от 400 000 ₸ на руки,Опыт 3-6 лет,ТОО Управляющая компания Marden Property,Астана
454,Инженер-геолог,,Опыт 1-3 года,ТОО Гео-Алидада,Алматы
455,Главный инженер птицефабрики,до 850 000 ₸ на руки,Опыт более 6 лет,ТОО Прима Құс,Алматы
456,"Инженер-проектировщик ВК, ОВ",от 400 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО Курылысэкспертпроект,Караганда
457,Инженер технической поддержки и эксплуатации ПО (вакансия в г. Алматы),,Опыт 1-3 года,ТОО Центр Мобильной Идентификации,Астана
458,Electrical Engineer,,Опыт 1-3 года,ТОО Alcor,Алматы
459,Pre-Sales engineer (Пресейл инженер),от 650 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО Ruba Technology,Алматы
460,Сервисный инженер ЧПУ фрезерных станков,330 000 – 480 000 ₸ на руки,Опыт 1-3 года,ИП Шилов С.Ю.,Алматы
461,Инженер-сметчик,от 300 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО EL - KZ 2020,Шымкент
462,Инженер ОТ иТБ,200 000 – 250 000 ₸ на руки,Опыт 1-3 года,ТОО РИТАМ-Павлодар,Павлодар
463,"Инженер связи (видеонаблюдение, сигнализация, IT)",240 450 – 300 564 ₸ на руки,Опыт 1-3 года,ТОО НПП Интеррин,Темиртау
464,Инженер-наладчик по автоматизации и электроприводу,,Опыт 1-3 года,ТОО АСЭП,Караганда
465,Инженер-геодезист,до 435 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО Управляющая компания СИСТЕМА,Караганда
466,"Инженер по вентиляции, кондиционированию и отоплению (ОВиК)",до 500 000 ₸ на руки,Опыт 3-6 лет,ТОО Управляющая компания Marden Property,Алматы
467,Сетевой инженер,200 000 – 750 000 ₸ на руки,Опыт более 6 лет,ТОО SCS-Telecom,Астана
468,Инженер по проектным продажам,,Опыт 1-3 года,ТОО IEK GROUP (ТОРГОВЫЙ ДОМ ИЭК.КАЗ),Астана
469,Ведущий Инженер отдела ПД и Интернета,,Опыт 3-6 лет,ТОО NLS Kazakhstan,Астана
470,Инженер-сметчик,300 000 – 500 000 ₸ на руки,Опыт 3-6 лет,ТОО Альянс Ген Проект,Алматы
471,Инженер отдела продаж/Field Engineer (гражданское строительство),,Опыт 1-3 года,ТОО Хилти Казахстан,Алматы
472,"Инженер GPS навигации (спутникового мониторинга), г. Усть-Каменогорск",55 000 – 80 000 ₽ на руки,Без опыта,ООО Студия Аграрных Систем,Усть-Каменогорск
473,Инженер-технолог по сборке жгутов и КРУ,,Опыт 3-6 лет,Таврида Электрик Астана,Астана
474,"Инженер по системам пожарной сигнализации, пожаротушения, видеонаблюдения, контроля доступа",350 000 – 450 000 ₸ на руки,Опыт 1-3 года,ТОО BT-Service,Алматы
475,Инженер-проектировщик АСУТП,,Опыт 1-3 года,ТОО ADM Company,Караганда
476,Инженер технического надзора 1-2 категория,600 000 – 850 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО HSE Company,Астана
477,"Инженер-сметчик, ПТО",400 000 – 600 000 ₸ на руки,Опыт 3-6 лет,ТОО Kazakhstan Invest Construction,Алматы
478,Менеджер проектов Инженерных сетей,250 000 – 400 000 ₸ на руки,Опыт 1-3 года,ТОО TRS Engineering,Алматы
479,Сервисный инженер холодильного оборудования,350 000 – 600 000 ₸ на руки,Опыт 1-3 года,ТОО Евроколд Сервис,Астана
480,Инженер по эксплуатации зданий и сооружений,300 000 – 350 000 ₸ на руки,Опыт 3-6 лет,ТОО Управляющая компания Радостная жизнь,Алматы
481,"Ведущий инженер-проектировщик ВК, ОВиК",400 000 – 600 000 ₸ на руки,Опыт 3-6 лет,ТОО Альянс Ген Проект,Алматы
482,Инженер по ТБ ОТ,от 200 000 ₸ на руки,Опыт 3-6 лет,ТОО Защитинский элеватор,Усть-Каменогорск
483,Инженер-наладчик по автоматизации и электроприводу,,Опыт 3-6 лет,ТОО АСЭП,Павлодар
484,Инженер АСУТП (сертификат PCS7),,Опыт 1-3 года,ТОО ADM Company,Караганда
485,Инженер направления IDM (Pre-Sale инженер),,Опыт 1-3 года,ТОО SUCCESS INITIATIVE GROUP(SIG),Алматы
486,Инженер по обеспечению соответствия законодательным требованиям,,Опыт 3-6 лет,"ОАО Орика-Казахстан, АО",Усть-Каменогорск
487,Сервисный инженер/оператор,300 000 – 600 000 ₸ на руки,Опыт 1-3 года,ТОО Торгово-промышленная группа ТИТАН,Астана
488,Сетевой инженер,,Опыт 1-3 года,"ALSECO, АО",Алматы
489,Инженер-механик по ремонту техники,,Опыт 3-6 лет,Евразия СТ,Алматы
490,Инженер-конструктор,,Опыт 1-3 года,ТОО Орион Система,Алматы
491,Главный инженер ТРЦ и торговых объектов,,Опыт 3-6 лет,"ТОО БАТЫР-Павлодар, ТОО",Усть-Каменогорск
492,Менеджер по продажам/Инженер по продажам,,Опыт 1-3 года,ТОО ABICOR BINZEL CENTRAL ASIA,Алматы
493,Инженер-проектировщик АСУ ТП с опытом,,Опыт 3-6 лет,ТОО Zeinet&SSE,Алматы
494,Инженер-электрик г. Астана,324 700 – 330 000 ₸ до вычета налогов,Опыт 3-6 лет,АО TECHNODOM Operator (Технодом Оператор),Астана
495,Главный инженер проекта,,Опыт 3-6 лет,BI GLOBAL,Астана
496,Инженер слаботочных систем,,Опыт 3-6 лет,ТОО KSENGINEERING (КСИНЖИНИРИНГ),Астана
497,Инженер-эколог,200 000 – 700 000 ₸ на руки,Опыт 3-6 лет,ТОО НПИ Экология Будущего,Астана
498,Инженер ПТО,от 300 000 ₸ на руки,Опыт 1-3 года,ТОО Grappa-STROY,Павлодар
499,Инженер-планировщик,от 300 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Railways Systems KZ,Экибастуз
500,Аналитик документации/ IT-инженер,200 000 – 300 000 ₸ на руки,Опыт 1-3 года,ТОО EAST LINK (ИСТ ЛИНК),Алматы
501,Инженер слаботочных систем,от 300 000 ₸ на руки,Опыт 1-3 года,ТОО СапаТехноИнжиниринг,Алматы
502,Инженер-сметчик,от 280 000 ₸ до вычета налогов,Опыт 1-3 года,Частная компания Nova Novatis Ltd.,Темиртау
503,Помощник Главного инженера проекта/ ГИПа,,Опыт 1-3 года,ТОО КазСтрой consulting,Шымкент
504,Инженер по БиОт,от 270 000 ₸ на руки,Опыт 3-6 лет,ТОО Автогаз Трэйд,Шымкент
505,Инженер-сметчик,,Опыт 3-6 лет,ТОО 4HQ Construction,Караганда
506,Инженер слаботочных систем,,Опыт 3-6 лет,ТОО KSENGINEERING (КСИНЖИНИРИНГ),Алматы
507,Инженер-проектировщик ВК,,Опыт 3-6 лет,ТОО AQMOL-project,Астана
508,Сервисный инженер холодильного оборудования,250 000 – 400 000 ₸ на руки,Опыт 1-3 года,ТОО Евроколд Сервис,Алматы
509,Инженер-сметчик,,Опыт 1-3 года,BI GLOBAL,Атырау
510,Инженер по пожарной безопасности,,Опыт 3-6 лет,ТОО Заммлер Казахстан. Административный Департамент,Алматы
511,Инженер по высоковольтным испытаниям и измерениям,,Опыт 1-3 года,ТОО Согринская ТЭЦ,Усть-Каменогорск
512,Инженер-химик,,Опыт 1-3 года,ТОО Nomad Eco,Астана
513,Инженер технического надзора 1-2 категория,500 000 – 750 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО HSE Company,Караганда
514,Сервисный инженер на сборку техники/ Начинающий сотрудник,80 000 – 120 000 ₽ на руки,Без опыта,СПЕЦМАТ,Алматы
515,Инженер по Производству,от 400 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО SaS 888,Кокшетау
516,Дефектоскопист / инженер по неразрушающему контролю,от 300 000 ₸ на руки,Опыт 3-6 лет,ТОО КазЭкспертПром,Алматы
517,Системный инженер,300 000 – 450 000 ₸ на руки,Опыт 3-6 лет,ИП Мокеева В. О.,Астана
518,Инженер-сметчик,до 500 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО BAZIS CONSTRUCTION,Астана
519,Инженер по охране труда и технике безопасности,до 350 000 ₸ на руки,Опыт 1-3 года,ТОО Meiram Kurylys,Алматы
520,Инженер-сметчик,,Опыт 3-6 лет,ТОО Art Building Group,Алматы
521,Инженер по капитальному строительству,,Опыт 3-6 лет,АО Nordgold,Астана
522,Главный инженер проекта (НВК),400 000 – 400 000 ₸ на руки,Опыт более 6 лет,ТОО SUECO,Алматы
523,Инженер по пожарной безопасности,,Опыт 3-6 лет,ТОО Штадлер Казахстан,Астана
524,Инженер ПТО (вагоны),,Опыт 3-6 лет,ТОО РТА -Транс,Алматы
525,Сервисный инженер по ремонту компрессорного оборудования,300 000 – 300 000 ₸ на руки,Опыт 1-3 года,ТОО Челябинский компрессорный завод,Караганда
526,Инженер по обеспечению соответствия законодательным требованиям,,Опыт 3-6 лет,"ОАО Орика-Казахстан, АО",Алматы
527,Инженер по гарантии,до 600 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО Hyundai Shymkent City,Шымкент
528,Инженер проекта,,Опыт 3-6 лет,BI GLOBAL,Астана
529,Инженер-эколог,300 000 – 500 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО Exim Artis,Караганда
530,Инженер по безопасности и охране труда,от 350 000 ₸ на руки,Опыт 3-6 лет,ТОО ТБМ - Казахстан,Астана
531,Сервисный инженер систем охлаждения,от 500 000 ₸ на руки,Опыт 1-3 года,ИП HR Компания «CHANGE» (ИП Куприянова),Алматы
532,Главный инженер ТРЦ и торговых объектов,,Опыт 3-6 лет,"ТОО БАТЫР-Павлодар, ТОО",Караганда
533,Инженер по охране труда и технике безопасности,,Опыт 3-6 лет,ТОО SAM-Trade,Алматы
534,"Инженер-проектировщик ОВ (отопление, вентиляция и кондиционирование)",,Опыт 1-3 года,ТОО Экопроект,Астана
535,Сервисный инженер,,Опыт 1-3 года,ТОО CT Agro,Сарканд
536,Сервисный инженер по ИБП,от 500 000 ₸ на руки,Опыт 1-3 года,ИП HR Компания «CHANGE» (ИП Куприянова),Алматы
537,Сервисный инженер,,Опыт 1-3 года,ТОО CT Agro,Талдыкорган
538,Инженер службы управления интегрированной системой менеждмента,230 580 – 230 580 ₸ до вычета налогов,Опыт 1-3 года,АО Авиаремонтный завод № 405,Алматы
539,Инженер расчетчик строительных конструкций в промышленности,,Опыт более 6 лет,ТОО AAEngineering Group,Алматы
540,Инженер авторского надзора (контроль качества),,Опыт более 6 лет,ТОО AQMOL-project,Шымкент
541,"Инженер по системам безопасности, видеонаблюдения, контроля доступа",300 000 – 450 000 ₸ на руки,Опыт 1-3 года,ТОО Регион Безопасности,Алматы
542,Сервисный инженер сельскохозяйственной техники,,Опыт 1-3 года,ТОО АгроТехМенеджмент,Астана
543,Инженер-конструктор,,Опыт 3-6 лет,ТОО PETROTAS,Астана
544,Инженер-наладчик по автоматизации и электроприводу,,Опыт 3-6 лет,"ТОО Карагандинский турбомеханический завод, ТОО",Караганда
545,Инженер ВК,,Опыт 1-3 года,"ТОО Проектинжиниринг, ТОО",Караганда
546,Инженер отдела технической поддержки,180 000 – 200 000 ₸ на руки,Опыт 1-3 года,ТОО SUCCESS INITIATIVE GROUP(SIG),Алматы
547,VoIP инженер,,Опыт 1-3 года,ТОО МФО Деньги говорят,Алматы
548,Инженер-проектировщик автомобильных дорог,,Опыт 3-6 лет,ТОО НОВОМЭК КАЗАХСТАН,Астана
549,Инженер КИПиА,,Опыт 1-3 года,"ФудМастер, ТМ",Есик
550,"Инженер-проектировщик систем электроснабжения (ЭО, ЭМ, ЭН, ЭС)",от 400 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО Строй Бизнес Консалтинг,Караганда
551,Инженер по ремонту компьютерного оборудования,260 000 – 320 000 ₸ на руки,Опыт 3-6 лет,ТОО ПРОСИСТЕМЫ,Алматы
552,Сервисный инженер,,Опыт 1-3 года,ТОО CT Agro,Петропавловск
553,Сервисный инженер сельскохозяйственной техники,от 300 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО АгроТехМенеджмент,Петропавловск
554,Инженер сантехник,300 000 – 500 000 ₸ на руки,Опыт 1-3 года,ТОО Дом Тепла,Астана
555,Инженер-сметчик,,Опыт 3-6 лет,ТОО Silk Road Electronics,Караганда
556,Инженер по охране труда и технике безопасности,,Опыт 1-3 года,ТОО ZAMIL ALMATY (Bahandi),Алматы
